Original_Date,Year,Month,Day,Site,Species,Count,Date
11/8/08,2008,November,8,Embu,Amazonetta brasiliensis,45,2008-11-08
11/8/08,2008,November,8,Embu,Anas bahamensis,2,2008-11-08
11/8/08,2008,November,8,Embu,Ardea alba,2,2008-11-08
11/8/08,2008,November,8,Embu,Ardea cocoi,1,2008-11-08
11/8/08,2008,November,8,Embu,Gallinago paraguaiae,5,2008-11-08
11/8/08,2008,November,8,Embu,Jacana jacana,4,2008-11-08
11/8/08,2008,November,8,Embu,Tringa flavipes,250,2008-11-08
11/8/08,2008,November,8,Embu,Tringa melanoleuca,25,2008-11-08
11/8/08,2008,November,8,PET,Actitis macularius,1,2008-11-08
11/8/08,2008,November,8,PET,Amazonetta brasiliensis,30,2008-11-08
11/8/08,2008,November,8,PET,Anas bahamensis,8,2008-11-08
11/8/08,2008,November,8,PET,Spatula versicolor,1,2008-11-08
11/8/08,2008,November,8,PET,Aramus guarauna,2,2008-11-08
11/8/08,2008,November,8,PET,Ardea alba,7,2008-11-08
11/8/08,2008,November,8,PET,Butorides striata,1,2008-11-08
11/8/08,2008,November,8,PET,Dendrocygna bicolor,8,2008-11-08
11/8/08,2008,November,8,PET,Dendrocygna viduata,6,2008-11-08
11/8/08,2008,November,8,PET,Egretta thula,4,2008-11-08
11/8/08,2008,November,8,PET,Jacana jacana,9,2008-11-08
11/8/08,2008,November,8,PET,Nannopterum brasilianum,6,2008-11-08
11/8/08,2008,November,8,PET,Rostrhamus sociabilis,1,2008-11-08
11/8/08,2008,November,8,PET,Tringa flavipes,2,2008-11-08
12/21/08,2008,December,21,Embu,Amazonetta brasiliensis,40,2008-12-21
12/21/08,2008,December,21,Embu,Anas bahamensis,4,2008-12-21
12/21/08,2008,December,21,Embu,Gallinula galeata,4,2008-12-21
12/21/08,2008,December,21,Embu,Gallinago paraguaiae,8,2008-12-21
12/21/08,2008,December,21,Embu,Jacana jacana,6,2008-12-21
12/21/08,2008,December,21,Embu,Tringa flavipes,15,2008-12-21
12/21/08,2008,December,21,Embu,Tringa melanoleuca,30,2008-12-21
12/21/08,2008,December,21,Embu,Tringa solitaria,6,2008-12-21
12/21/08,2008,December,21,PET,Amazonetta brasiliensis,10,2008-12-21
12/21/08,2008,December,21,PET,Anas bahamensis,10,2008-12-21
12/21/08,2008,December,21,PET,Spatula versicolor,5,2008-12-21
12/21/08,2008,December,21,PET,Ardea cocoi,1,2008-12-21
12/21/08,2008,December,21,PET,Dendrocygna viduata,4,2008-12-21
12/21/08,2008,December,21,PET,Gallinula galeata,80,2008-12-21
12/21/08,2008,December,21,PET,Himantopus mexicanus melanurus,10,2008-12-21
12/21/08,2008,December,21,PET,Jacana jacana,8,2008-12-21
12/21/08,2008,December,21,PET,Pardirallus nigricans,1,2008-12-21
12/21/08,2008,December,21,PET,Rostrhamus sociabilis,2,2008-12-21
12/21/08,2008,December,21,PET,Tringa flavipes,65,2008-12-21
1/7/09,2009,January,7,Embu,Amazonetta brasiliensis,6,2009-01-07
1/7/09,2009,January,7,Embu,Gallinula galeata,2,2009-01-07
1/7/09,2009,January,7,Embu,Gallinago paraguaiae,6,2009-01-07
1/7/09,2009,January,7,Embu,Himantopus mexicanus melanurus,1,2009-01-07
1/7/09,2009,January,7,Embu,Jacana jacana,2,2009-01-07
1/7/09,2009,January,7,Embu,Tringa flavipes,25,2009-01-07
1/7/09,2009,January,7,Embu,Tringa melanoleuca,5,2009-01-07
1/7/09,2009,January,7,Embu,Tringa solitaria,1,2009-01-07
1/7/09,2009,January,7,PET,Actitis macularius,1,2009-01-07
1/7/09,2009,January,7,PET,Amazonetta brasiliensis,10,2009-01-07
1/7/09,2009,January,7,PET,Anas bahamensis,10,2009-01-07
1/7/09,2009,January,7,PET,Spatula versicolor,4,2009-01-07
1/7/09,2009,January,7,PET,Aramus guarauna,1,2009-01-07
1/7/09,2009,January,7,PET,Ardea alba,1,2009-01-07
1/7/09,2009,January,7,PET,Butorides striata,2,2009-01-07
1/7/09,2009,January,7,PET,Dendrocygna bicolor,4,2009-01-07
1/7/09,2009,January,7,PET,Dendrocygna viduata,30,2009-01-07
1/7/09,2009,January,7,PET,Gallinula galeata,145,2009-01-07
1/7/09,2009,January,7,PET,Himantopus mexicanus melanurus,25,2009-01-07
1/7/09,2009,January,7,PET,Jacana jacana,8,2009-01-07
1/7/09,2009,January,7,PET,Nannopterum brasilianum,2,2009-01-07
1/7/09,2009,January,7,PET,Rostrhamus sociabilis,2,2009-01-07
1/7/09,2009,January,7,PET,Tringa flavipes,18,2009-01-07
1/7/09,2009,January,7,PET,Tringa solitaria,2,2009-01-07
2/1/09,2009,February,1,PET,Amazonetta brasiliensis,5,2009-02-01
2/1/09,2009,February,1,PET,Anas bahamensis,21,2009-02-01
2/1/09,2009,February,1,PET,Anhinga anhinga,2,2009-02-01
2/1/09,2009,February,1,PET,Aramus guarauna,5,2009-02-01
2/1/09,2009,February,1,PET,Ardea alba,6,2009-02-01
2/1/09,2009,February,1,PET,Butorides striata,2,2009-02-01
2/1/09,2009,February,1,PET,Dendrocygna bicolor,2,2009-02-01
2/1/09,2009,February,1,PET,Dendrocygna viduata,4,2009-02-01
2/1/09,2009,February,1,PET,Gallinula galeata,49,2009-02-01
2/1/09,2009,February,1,PET,Himantopus mexicanus melanurus,48,2009-02-01
2/1/09,2009,February,1,PET,Jacana jacana,4,2009-02-01
2/1/09,2009,February,1,PET,Laterallus melanophaius,1,2009-02-01
2/1/09,2009,February,1,PET,Nannopterum brasilianum,8,2009-02-01
2/1/09,2009,February,1,PET,Nycticorax nycticorax,1,2009-02-01
2/1/09,2009,February,1,PET,Podilymbus podiceps,1,2009-02-01
2/1/09,2009,February,1,PET,Rostrhamus sociabilis,2,2009-02-01
2/1/09,2009,February,1,PET,Tachybaptus dominicus,1,2009-02-01
2/1/09,2009,February,1,PET,Tringa flavipes,73,2009-02-01
2/1/09,2009,February,1,PET,Tringa melanoleuca,6,2009-02-01
2/1/09,2009,February,1,PET,Tringa solitaria,1,2009-02-01
2/1/09,2009,February,1,PET,Vanellus chilensis,20,2009-02-01
2/7/09,2009,February,7,Embu,Anas bahamensis,5,2009-02-07
2/7/09,2009,February,7,Embu,Ardea alba,4,2009-02-07
2/7/09,2009,February,7,Embu,Ardea cocoi,2,2009-02-07
2/7/09,2009,February,7,Embu,Gallinula galeata,3,2009-02-07
2/7/09,2009,February,7,Embu,Gallinago paraguaiae,6,2009-02-07
2/7/09,2009,February,7,Embu,Himantopus mexicanus melanurus,4,2009-02-07
2/7/09,2009,February,7,Embu,Nannopterum brasilianum,1,2009-02-07
2/7/09,2009,February,7,Embu,Nycticorax nycticorax,1,2009-02-07
2/7/09,2009,February,7,Embu,Tringa flavipes,30,2009-02-07
2/7/09,2009,February,7,Embu,Tringa melanoleuca,30,2009-02-07
2/7/09,2009,February,7,Embu,Tringa solitaria,1,2009-02-07
2/7/09,2009,February,7,Embu,Vanellus chilensis,4,2009-02-07
2/7/09,2009,February,7,PET,Amazonetta brasiliensis,32,2009-02-07
2/7/09,2009,February,7,PET,Anas bahamensis,5,2009-02-07
2/7/09,2009,February,7,PET,Spatula versicolor,6,2009-02-07
2/7/09,2009,February,7,PET,Ardea alba,2,2009-02-07
2/7/09,2009,February,7,PET,Dendrocygna bicolor,18,2009-02-07
2/7/09,2009,February,7,PET,Dendrocygna viduata,35,2009-02-07
2/7/09,2009,February,7,PET,Egretta thula,4,2009-02-07
2/7/09,2009,February,7,PET,Gallinula galeata,105,2009-02-07
2/7/09,2009,February,7,PET,Himantopus mexicanus melanurus,16,2009-02-07
2/7/09,2009,February,7,PET,Nannopterum brasilianum,4,2009-02-07
2/7/09,2009,February,7,PET,Tringa flavipes,5,2009-02-07
2/7/09,2009,February,7,PET,Tringa melanoleuca,2,2009-02-07
2/7/09,2009,February,7,PET,Tringa solitaria,1,2009-02-07
3/1/09,2009,March,1,Embu,Amazonetta brasiliensis,28,2009-03-01
3/1/09,2009,March,1,Embu,Ardea cocoi,1,2009-03-01
3/1/09,2009,March,1,Embu,Bartramia longicauda,2,2009-03-01
3/1/09,2009,March,1,Embu,Gallinula galeata,6,2009-03-01
3/1/09,2009,March,1,Embu,Gallinago paraguaiae,8,2009-03-01
3/1/09,2009,March,1,Embu,Jacana jacana,4,2009-03-01
3/1/09,2009,March,1,Embu,Pardirallus nigricans,2,2009-03-01
3/1/09,2009,March,1,Embu,Tringa flavipes,30,2009-03-01
3/1/09,2009,March,1,Embu,Tringa melanoleuca,6,2009-03-01
3/1/09,2009,March,1,Embu,Tringa solitaria,2,2009-03-01
3/1/09,2009,March,1,PET,Amazonetta brasiliensis,30,2009-03-01
3/1/09,2009,March,1,PET,Anas bahamensis,57,2009-03-01
3/1/09,2009,March,1,PET,Spatula versicolor,24,2009-03-01
3/1/09,2009,March,1,PET,Ardea alba,2,2009-03-01
3/1/09,2009,March,1,PET,Dendrocygna bicolor,28,2009-03-01
3/1/09,2009,March,1,PET,Dendrocygna viduata,35,2009-03-01
3/1/09,2009,March,1,PET,Egretta thula,2,2009-03-01
3/1/09,2009,March,1,PET,Gallinula galeata,61,2009-03-01
3/1/09,2009,March,1,PET,Himantopus mexicanus melanurus,11,2009-03-01
3/1/09,2009,March,1,PET,Jacana jacana,6,2009-03-01
3/1/09,2009,March,1,PET,Tringa flavipes,32,2009-03-01
4/12/09,2009,April,12,Embu,Amazonetta brasiliensis,2,2009-04-12
4/12/09,2009,April,12,Embu,Gallinago paraguaiae,4,2009-04-12
4/12/09,2009,April,12,Embu,Himantopus mexicanus melanurus,12,2009-04-12
4/12/09,2009,April,12,Embu,Jacana jacana,2,2009-04-12
4/12/09,2009,April,12,Embu,Tringa flavipes,6,2009-04-12
4/12/09,2009,April,12,Embu,Tringa melanoleuca,2,2009-04-12
4/12/09,2009,April,12,PET,Amazonetta brasiliensis,35,2009-04-12
4/12/09,2009,April,12,PET,Anas bahamensis,110,2009-04-12
4/12/09,2009,April,12,PET,Anhinga anhinga,3,2009-04-12
4/12/09,2009,April,12,PET,Ardea alba,2,2009-04-12
4/12/09,2009,April,12,PET,Ardea cocoi,1,2009-04-12
4/12/09,2009,April,12,PET,Dendrocygna autumnalis,2,2009-04-12
4/12/09,2009,April,12,PET,Dendrocygna bicolor,17,2009-04-12
4/12/09,2009,April,12,PET,Dendrocygna viduata,12,2009-04-12
4/12/09,2009,April,12,PET,Egretta thula,2,2009-04-12
4/12/09,2009,April,12,PET,Gallinula galeata,90,2009-04-12
4/12/09,2009,April,12,PET,Himantopus mexicanus melanurus,44,2009-04-12
4/12/09,2009,April,12,PET,Jacana jacana,8,2009-04-12
4/12/09,2009,April,12,PET,Pardirallus nigricans,2,2009-04-12
4/12/09,2009,April,12,PET,Tringa flavipes,63,2009-04-12
5/9/09,2009,May,9,Embu,Amazonetta brasiliensis,8,2009-05-09
5/9/09,2009,May,9,Embu,Ardea alba,1,2009-05-09
5/9/09,2009,May,9,Embu,Gallinago paraguaiae,8,2009-05-09
5/9/09,2009,May,9,Embu,Himantopus mexicanus melanurus,25,2009-05-09
5/9/09,2009,May,9,PET,Amazonetta brasiliensis,40,2009-05-09
5/9/09,2009,May,9,PET,Anas bahamensis,92,2009-05-09
5/9/09,2009,May,9,PET,Spatula versicolor,15,2009-05-09
5/9/09,2009,May,9,PET,Anhinga anhinga,2,2009-05-09
5/9/09,2009,May,9,PET,Aramus guarauna,2,2009-05-09
5/9/09,2009,May,9,PET,Butorides striata,2,2009-05-09
5/9/09,2009,May,9,PET,Anarhynchus collaris,1,2009-05-09
5/9/09,2009,May,9,PET,Dendrocygna viduata,6,2009-05-09
5/9/09,2009,May,9,PET,Egretta thula,1,2009-05-09
5/9/09,2009,May,9,PET,Gallinula galeata,85,2009-05-09
5/9/09,2009,May,9,PET,Himantopus mexicanus melanurus,9,2009-05-09
5/9/09,2009,May,9,PET,Nannopterum brasilianum,2,2009-05-09
5/9/09,2009,May,9,PET,Rynchops niger,2,2009-05-09
5/30/09,2009,May,30,Embu,Amazonetta brasiliensis,2,2009-05-30
5/30/09,2009,May,30,Embu,Gallinula galeata,4,2009-05-30
5/30/09,2009,May,30,Embu,Himantopus mexicanus melanurus,6,2009-05-30
5/30/09,2009,May,30,PET,Amazonetta brasiliensis,25,2009-05-30
5/30/09,2009,May,30,PET,Anas bahamensis,65,2009-05-30
5/30/09,2009,May,30,PET,Spatula versicolor,1,2009-05-30
5/30/09,2009,May,30,PET,Anarhynchus collaris,1,2009-05-30
5/30/09,2009,May,30,PET,Dendrocygna viduata,25,2009-05-30
5/30/09,2009,May,30,PET,Gallinula galeata,90,2009-05-30
5/30/09,2009,May,30,PET,Himantopus mexicanus melanurus,3,2009-05-30
5/30/09,2009,May,30,PET,Nannopterum brasilianum,2,2009-05-30
5/30/09,2009,May,30,PET,Ramphocelus bresilia,2,2009-05-30
6/14/09,2009,June,14,Embu,Gallinula galeata,6,2009-06-14
6/14/09,2009,June,14,Embu,Gallinago paraguaiae,6,2009-06-14
6/14/09,2009,June,14,Embu,Himantopus mexicanus melanurus,25,2009-06-14
6/14/09,2009,June,14,Embu,Jacana jacana,2,2009-06-14
6/14/09,2009,June,14,PET,Amazonetta brasiliensis,30,2009-06-14
6/14/09,2009,June,14,PET,Anas bahamensis,86,2009-06-14
6/14/09,2009,June,14,PET,Anhinga anhinga,1,2009-06-14
6/14/09,2009,June,14,PET,Aramus guarauna,3,2009-06-14
6/14/09,2009,June,14,PET,Ardea alba,1,2009-06-14
6/14/09,2009,June,14,PET,Butorides striata,2,2009-06-14
6/14/09,2009,June,14,PET,Anarhynchus collaris,1,2009-06-14
6/14/09,2009,June,14,PET,Dendrocygna viduata,25,2009-06-14
6/14/09,2009,June,14,PET,Egretta thula,2,2009-06-14
6/14/09,2009,June,14,PET,Gallinula galeata,117,2009-06-14
6/14/09,2009,June,14,PET,Himantopus mexicanus melanurus,4,2009-06-14
6/14/09,2009,June,14,PET,Jacana jacana,8,2009-06-14
6/14/09,2009,June,14,PET,Myiarchus ferox,2,2009-06-14
6/14/09,2009,June,14,PET,Nannopterum brasilianum,2,2009-06-14
6/14/09,2009,June,14,PET,Nycticorax nycticorax,7,2009-06-14
6/14/09,2009,June,14,PET,Pardirallus nigricans,2,2009-06-14
6/14/09,2009,June,14,PET,Rynchops niger,1,2009-06-14
7/3/09,2009,July,3,Embu,Amazonetta brasiliensis,4,2009-07-03
7/3/09,2009,July,3,Embu,Ardea alba,1,2009-07-03
7/3/09,2009,July,3,Embu,Gallinula galeata,8,2009-07-03
7/3/09,2009,July,3,Embu,Himantopus mexicanus melanurus,21,2009-07-03
7/3/09,2009,July,3,Embu,Jacana jacana,6,2009-07-03
7/3/09,2009,July,3,PET,Amazonetta brasiliensis,70,2009-07-03
7/3/09,2009,July,3,PET,Anas bahamensis,93,2009-07-03
7/3/09,2009,July,3,PET,Anhinga anhinga,2,2009-07-03
7/3/09,2009,July,3,PET,Ardea alba,1,2009-07-03
7/3/09,2009,July,3,PET,Anarhynchus collaris,1,2009-07-03
7/3/09,2009,July,3,PET,Dendrocygna viduata,16,2009-07-03
7/3/09,2009,July,3,PET,Egretta thula,8,2009-07-03
7/3/09,2009,July,3,PET,Gallinula galeata,237,2009-07-03
7/3/09,2009,July,3,PET,Himantopus mexicanus melanurus,3,2009-07-03
7/3/09,2009,July,3,PET,Jacana jacana,26,2009-07-03
7/3/09,2009,July,3,PET,Nannopterum brasilianum,4,2009-07-03
7/3/09,2009,July,3,PET,Rynchops niger,1,2009-07-03
7/3/09,2009,July,3,PET,Tringa flavipes,1,2009-07-03
7/19/09,2009,July,19,PET,Amazonetta brasiliensis,35,2009-07-19
7/19/09,2009,July,19,PET,Anas bahamensis,43,2009-07-19
7/19/09,2009,July,19,PET,Anhinga anhinga,2,2009-07-19
7/19/09,2009,July,19,PET,Aramus guarauna,3,2009-07-19
7/19/09,2009,July,19,PET,Ardea alba,5,2009-07-19
7/19/09,2009,July,19,PET,Butorides striata,3,2009-07-19
7/19/09,2009,July,19,PET,Dendrocygna bicolor,5,2009-07-19
7/19/09,2009,July,19,PET,Dendrocygna viduata,7,2009-07-19
7/19/09,2009,July,19,PET,Gallinula galeata,78,2009-07-19
7/19/09,2009,July,19,PET,Himantopus mexicanus melanurus,12,2009-07-19
7/19/09,2009,July,19,PET,Jacana jacana,7,2009-07-19
7/19/09,2009,July,19,PET,Nannopterum brasilianum,5,2009-07-19
7/19/09,2009,July,19,PET,Nycticorax nycticorax,1,2009-07-19
7/19/09,2009,July,19,PET,Vanellus chilensis,48,2009-07-19
8/2/09,2009,August,2,Embu,Amazonetta brasiliensis,4,2009-08-02
8/2/09,2009,August,2,Embu,Ardea ibis,6,2009-08-02
8/2/09,2009,August,2,Embu,Egretta thula,2,2009-08-02
8/2/09,2009,August,2,Embu,Gallinula galeata,6,2009-08-02
8/2/09,2009,August,2,Embu,Gallinago paraguaiae,6,2009-08-02
8/2/09,2009,August,2,Embu,Himantopus mexicanus melanurus,14,2009-08-02
8/2/09,2009,August,2,Embu,Jacana jacana,2,2009-08-02
8/2/09,2009,August,2,PET,Amazonetta brasiliensis,25,2009-08-02
8/2/09,2009,August,2,PET,Anas bahamensis,40,2009-08-02
8/2/09,2009,August,2,PET,Anhinga anhinga,2,2009-08-02
8/2/09,2009,August,2,PET,Aramus guarauna,2,2009-08-02
8/2/09,2009,August,2,PET,Butorides striata,3,2009-08-02
8/2/09,2009,August,2,PET,Dendrocygna bicolor,40,2009-08-02
8/2/09,2009,August,2,PET,Dendrocygna viduata,185,2009-08-02
8/2/09,2009,August,2,PET,Egretta thula,2,2009-08-02
8/2/09,2009,August,2,PET,Gallinula galeata,77,2009-08-02
8/2/09,2009,August,2,PET,Himantopus mexicanus melanurus,4,2009-08-02
8/2/09,2009,August,2,PET,Jacana jacana,4,2009-08-02
8/2/09,2009,August,2,PET,Nannopterum brasilianum,7,2009-08-02
8/2/09,2009,August,2,PET,Pardirallus nigricans,2,2009-08-02
8/23/09,2009,August,23,Embu,Amazonetta brasiliensis,4,2009-08-23
8/23/09,2009,August,23,Embu,Anas bahamensis,6,2009-08-23
8/23/09,2009,August,23,Embu,Gallinula galeata,6,2009-08-23
8/23/09,2009,August,23,Embu,Gallinago paraguaiae,5,2009-08-23
8/23/09,2009,August,23,Embu,Himantopus mexicanus melanurus,3,2009-08-23
8/23/09,2009,August,23,Embu,Jacana jacana,4,2009-08-23
8/23/09,2009,August,23,Embu,Tringa flavipes,8,2009-08-23
8/23/09,2009,August,23,PET,Amazonetta brasiliensis,26,2009-08-23
8/23/09,2009,August,23,PET,Anas bahamensis,10,2009-08-23
8/23/09,2009,August,23,PET,Aramus guarauna,4,2009-08-23
8/23/09,2009,August,23,PET,Gallinula galeata,216,2009-08-23
8/23/09,2009,August,23,PET,Himantopus mexicanus melanurus,6,2009-08-23
8/23/09,2009,August,23,PET,Jacana jacana,10,2009-08-23
8/23/09,2009,August,23,PET,Laterallus melanophaius,1,2009-08-23
8/23/09,2009,August,23,PET,Nannopterum brasilianum,8,2009-08-23
8/23/09,2009,August,23,PET,Pardirallus nigricans,2,2009-08-23
8/23/09,2009,August,23,PET,Rostrhamus sociabilis,2,2009-08-23
8/23/09,2009,August,23,PET,Tringa solitaria,2,2009-08-23
9/10/09,2009,September,10,Embu,Amazonetta brasiliensis,16,2009-09-10
9/10/09,2009,September,10,Embu,Aramides saracura,4,2009-09-10
9/10/09,2009,September,10,Embu,Gallinula galeata,6,2009-09-10
9/10/09,2009,September,10,Embu,Gallinago paraguaiae,6,2009-09-10
9/10/09,2009,September,10,Embu,Himantopus mexicanus melanurus,6,2009-09-10
9/10/09,2009,September,10,Embu,Tringa flavipes,120,2009-09-10
9/10/09,2009,September,10,Embu,Tringa melanoleuca,6,2009-09-10
9/10/09,2009,September,10,PET,Anas bahamensis,2,2009-09-10
9/10/09,2009,September,10,PET,Aramus guarauna,2,2009-09-10
9/10/09,2009,September,10,PET,Ardea alba,1,2009-09-10
9/10/09,2009,September,10,PET,Ardea ibis,120,2009-09-10
9/10/09,2009,September,10,PET,Dendrocygna bicolor,23,2009-09-10
9/10/09,2009,September,10,PET,Dendrocygna viduata,8,2009-09-10
9/10/09,2009,September,10,PET,Egretta thula,6,2009-09-10
9/10/09,2009,September,10,PET,Gallinula galeata,64,2009-09-10
9/10/09,2009,September,10,PET,Jacana jacana,12,2009-09-10
9/10/09,2009,September,10,PET,Nannopterum brasilianum,2,2009-09-10
9/10/09,2009,September,10,PET,Rostrhamus sociabilis,2,2009-09-10
9/10/09,2009,September,10,PET,Tringa melanoleuca,2,2009-09-10
9/29/09,2009,September,29,Embu,Amazonetta brasiliensis,2,2009-09-29
9/29/09,2009,September,29,Embu,Empidonomus varius,1,2009-09-29
9/29/09,2009,September,29,Embu,Gallinula galeata,8,2009-09-29
9/29/09,2009,September,29,Embu,Gallinago paraguaiae,3,2009-09-29
9/29/09,2009,September,29,Embu,Jacana jacana,2,2009-09-29
9/29/09,2009,September,29,Embu,Tringa flavipes,80,2009-09-29
9/29/09,2009,September,29,Embu,Tringa melanoleuca,2,2009-09-29
9/29/09,2009,September,29,PET,Agelasticus cyanopus,1,2009-09-29
9/29/09,2009,September,29,PET,Chionomesa lactea,4,2009-09-29
9/29/09,2009,September,29,PET,Amazonetta brasiliensis,36,2009-09-29
9/29/09,2009,September,29,PET,Anas bahamensis,13,2009-09-29
9/29/09,2009,September,29,PET,Aramus guarauna,2,2009-09-29
9/29/09,2009,September,29,PET,Ardea alba,4,2009-09-29
9/29/09,2009,September,29,PET,Butorides striata,2,2009-09-29
9/29/09,2009,September,29,PET,Cairina moschata,1,2009-09-29
9/29/09,2009,September,29,PET,Dendrocygna bicolor,35,2009-09-29
9/29/09,2009,September,29,PET,Dendrocygna viduata,25,2009-09-29
9/29/09,2009,September,29,PET,Egretta thula,11,2009-09-29
9/29/09,2009,September,29,PET,Elaenia flavogaster,2,2009-09-29
9/29/09,2009,September,29,PET,Gallinula galeata,166,2009-09-29
9/29/09,2009,September,29,PET,Himantopus mexicanus melanurus,12,2009-09-29
9/29/09,2009,September,29,PET,Jacana jacana,32,2009-09-29
9/29/09,2009,September,29,PET,Myiodynastes maculatus,1,2009-09-29
9/29/09,2009,September,29,PET,Nannopterum brasilianum,8,2009-09-29
9/29/09,2009,September,29,PET,Platalea ajaja,1,2009-09-29
9/29/09,2009,September,29,PET,Ramphocelus bresilia,1,2009-09-29
9/29/09,2009,September,29,PET,Rostrhamus sociabilis,2,2009-09-29
9/29/09,2009,September,29,PET,Rynchops niger,1,2009-09-29
9/29/09,2009,September,29,PET,Tringa flavipes,26,2009-09-29
9/29/09,2009,September,29,PET,Tringa melanoleuca,1,2009-09-29
9/29/09,2009,September,29,PET,Tringa solitaria,1,2009-09-29
9/29/09,2009,September,29,PET,Tyrannus melancholicus,4,2009-09-29
10/25/09,2009,October,25,Embu,Actitis macularius,1,2009-10-25
10/25/09,2009,October,25,Embu,Amazonetta brasiliensis,16,2009-10-25
10/25/09,2009,October,25,Embu,Anas bahamensis,2,2009-10-25
10/25/09,2009,October,25,Embu,Dendrocygna viduata,4,2009-10-25
10/25/09,2009,October,25,Embu,Gallinula galeata,2,2009-10-25
10/25/09,2009,October,25,Embu,Gallinago paraguaiae,4,2009-10-25
10/25/09,2009,October,25,Embu,Jacana jacana,2,2009-10-25
10/25/09,2009,October,25,Embu,Tringa flavipes,100,2009-10-25
10/25/09,2009,October,25,Embu,Tringa melanoleuca,4,2009-10-25
10/25/09,2009,October,25,Embu,Tringa solitaria,4,2009-10-25
10/25/09,2009,October,25,PET,Actitis macularius,6,2009-10-25
10/25/09,2009,October,25,PET,Amazonetta brasiliensis,20,2009-10-25
10/25/09,2009,October,25,PET,Anas bahamensis,12,2009-10-25
10/25/09,2009,October,25,PET,Spatula versicolor,6,2009-10-25
10/25/09,2009,October,25,PET,Anhinga anhinga,2,2009-10-25
10/25/09,2009,October,25,PET,Butorides striata,4,2009-10-25
10/25/09,2009,October,25,PET,Dendrocygna autumnalis,2,2009-10-25
10/25/09,2009,October,25,PET,Dendrocygna bicolor,6,2009-10-25
10/25/09,2009,October,25,PET,Dendrocygna viduata,8,2009-10-25
10/25/09,2009,October,25,PET,Egretta thula,12,2009-10-25
10/25/09,2009,October,25,PET,Gallinula galeata,140,2009-10-25
10/25/09,2009,October,25,PET,Himantopus mexicanus melanurus,4,2009-10-25
10/25/09,2009,October,25,PET,Jacana jacana,6,2009-10-25
10/25/09,2009,October,25,PET,Rostrhamus sociabilis,2,2009-10-25
10/25/09,2009,October,25,PET,Tringa flavipes,30,2009-10-25
10/25/09,2009,October,25,PET,Tringa solitaria,4,2009-10-25
10/25/09,2009,October,25,PET,Turdus flavipes,2,2009-10-25
11/15/09,2009,November,15,Embu,Actitis macularius,1,2009-11-15
11/15/09,2009,November,15,Embu,Anas bahamensis,2,2009-11-15
11/15/09,2009,November,15,Embu,Butorides striata,1,2009-11-15
11/15/09,2009,November,15,Embu,Gallinula galeata,12,2009-11-15
11/15/09,2009,November,15,Embu,Gallinago paraguaiae,6,2009-11-15
11/15/09,2009,November,15,Embu,Jacana jacana,6,2009-11-15
11/15/09,2009,November,15,Embu,Laterallus melanophaius,1,2009-11-15
11/15/09,2009,November,15,Embu,Pardirallus nigricans,2,2009-11-15
11/15/09,2009,November,15,Embu,Syrigma sibilatrix,2,2009-11-15
11/15/09,2009,November,15,Embu,Tringa flavipes,60,2009-11-15
11/15/09,2009,November,15,Embu,Tringa melanoleuca,6,2009-11-15
11/15/09,2009,November,15,Embu,Tringa solitaria,1,2009-11-15
11/15/09,2009,November,15,PET,Actitis macularius,10,2009-11-15
11/15/09,2009,November,15,PET,Amazonetta brasiliensis,27,2009-11-15
11/15/09,2009,November,15,PET,Anas bahamensis,4,2009-11-15
11/15/09,2009,November,15,PET,Spatula versicolor,2,2009-11-15
11/15/09,2009,November,15,PET,Butorides striata,2,2009-11-15
11/15/09,2009,November,15,PET,Calidris melanotos,2,2009-11-15
11/15/09,2009,November,15,PET,Dendrocygna bicolor,6,2009-11-15
11/15/09,2009,November,15,PET,Dendrocygna viduata,6,2009-11-15
11/15/09,2009,November,15,PET,Egretta thula,6,2009-11-15
11/15/09,2009,November,15,PET,Gallinula galeata,160,2009-11-15
11/15/09,2009,November,15,PET,Himantopus mexicanus melanurus,12,2009-11-15
11/15/09,2009,November,15,PET,Jacana jacana,12,2009-11-15
11/15/09,2009,November,15,PET,Pluvialis dominica,14,2009-11-15
11/15/09,2009,November,15,PET,Rostrhamus sociabilis,2,2009-11-15
11/15/09,2009,November,15,PET,Tringa flavipes,60,2009-11-15
11/15/09,2009,November,15,PET,Tringa solitaria,1,2009-11-15
11/22/09,2009,November,22,Embu,Amazonetta brasiliensis,4,2009-11-22
11/22/09,2009,November,22,Embu,Gallinula galeata,4,2009-11-22
11/22/09,2009,November,22,Embu,Jacana jacana,2,2009-11-22
11/22/09,2009,November,22,Embu,Tringa flavipes,70,2009-11-22
11/22/09,2009,November,22,Embu,Tringa melanoleuca,12,2009-11-22
11/22/09,2009,November,22,Embu,Tringa solitaria,2,2009-11-22
11/22/09,2009,November,22,PET,Actitis macularius,3,2009-11-22
11/22/09,2009,November,22,PET,Agelasticus cyanopus,1,2009-11-22
11/22/09,2009,November,22,PET,Amazonetta brasiliensis,52,2009-11-22
11/22/09,2009,November,22,PET,Anas bahamensis,6,2009-11-22
11/22/09,2009,November,22,PET,Spatula versicolor,2,2009-11-22
11/22/09,2009,November,22,PET,Ardea alba,1,2009-11-22
11/22/09,2009,November,22,PET,Dendrocygna bicolor,8,2009-11-22
11/22/09,2009,November,22,PET,Dendrocygna viduata,12,2009-11-22
11/22/09,2009,November,22,PET,Egretta thula,12,2009-11-22
