Original_Date,Year,Month,Day,Site,Species,Count,Date
1/4/12,2012,January,4,PET,Ardea alba,2,2012-01-04
1/4/12,2012,January,4,PET,Ardea cocoi,1,2012-01-04
1/4/12,2012,January,4,PET,Butorides striata,1,2012-01-04
1/4/12,2012,January,4,PET,Dendrocygna viduata,2,2012-01-04
1/4/12,2012,January,4,PET,Egretta thula,4,2012-01-04
1/4/12,2012,January,4,PET,Gallinula galeata,45,2012-01-04
1/4/12,2012,January,4,PET,Jacana jacana,4,2012-01-04
1/4/12,2012,January,4,PET,Nannopterum brasilianum,2,2012-01-04
1/4/12,2012,January,4,PET,Podilymbus podiceps,2,2012-01-04
1/4/12,2012,January,4,PET,Tringa flavipes,10,2012-01-04
1/4/12,2012,January,4,PET,Tringa melanoleuca,2,2012-01-04
1/4/12,2012,January,4,PET,Tringa solitaria,1,2012-01-04
2/4/12,2012,February,4,PET,Amazonetta brasiliensis,6,2012-02-04
2/4/12,2012,February,4,PET,Anas bahamensis,3,2012-02-04
2/4/12,2012,February,4,PET,Spatula versicolor,2,2012-02-04
2/4/12,2012,February,4,PET,Anhinga anhinga,1,2012-02-04
2/4/12,2012,February,4,PET,Aramus guarauna,1,2012-02-04
2/4/12,2012,February,4,PET,Ardea alba,4,2012-02-04
2/4/12,2012,February,4,PET,Ardea cocoi,1,2012-02-04
2/4/12,2012,February,4,PET,Butorides striata,8,2012-02-04
2/4/12,2012,February,4,PET,Chloroceryle amazona,1,2012-02-04
2/4/12,2012,February,4,PET,Egretta thula,3,2012-02-04
2/4/12,2012,February,4,PET,Gallinula galeata,52,2012-02-04
2/4/12,2012,February,4,PET,Himantopus mexicanus melanurus,1,2012-02-04
2/4/12,2012,February,4,PET,Jacana jacana,6,2012-02-04
2/4/12,2012,February,4,PET,Nannopterum brasilianum,4,2012-02-04
2/4/12,2012,February,4,PET,Podilymbus podiceps,5,2012-02-04
2/4/12,2012,February,4,PET,Tringa flavipes,10,2012-02-04
2/4/12,2012,February,4,PET,Vanellus chilensis,2,2012-02-04
2/9/12,2012,February,9,Embu,Amazonetta brasiliensis,2,2012-02-09
2/9/12,2012,February,9,Embu,Ardea alba,1,2012-02-09
2/9/12,2012,February,9,Embu,Calidris melanotos,4,2012-02-09
2/9/12,2012,February,9,Embu,Gallinago paraguaiae,3,2012-02-09
2/9/12,2012,February,9,Embu,Himantopus mexicanus melanurus,6,2012-02-09
2/9/12,2012,February,9,Embu,Tringa flavipes,12,2012-02-09
2/9/12,2012,February,9,Embu,Tringa melanoleuca,6,2012-02-09
2/9/12,2012,February,9,Embu,Tringa solitaria,4,2012-02-09
2/9/12,2012,February,9,PET,Actitis macularius,1,2012-02-09
2/9/12,2012,February,9,PET,Amazonetta brasiliensis,6,2012-02-09
2/9/12,2012,February,9,PET,Anas bahamensis,8,2012-02-09
2/9/12,2012,February,9,PET,Spatula versicolor,2,2012-02-09
2/9/12,2012,February,9,PET,Ardea alba,2,2012-02-09
2/9/12,2012,February,9,PET,Butorides striata,4,2012-02-09
2/9/12,2012,February,9,PET,Dendrocygna viduata,8,2012-02-09
2/9/12,2012,February,9,PET,Egretta thula,6,2012-02-09
2/9/12,2012,February,9,PET,Gallinula galeata,37,2012-02-09
2/9/12,2012,February,9,PET,Himantopus mexicanus melanurus,10,2012-02-09
2/9/12,2012,February,9,PET,Jacana jacana,12,2012-02-09
2/9/12,2012,February,9,PET,Nannopterum brasilianum,4,2012-02-09
2/9/12,2012,February,9,PET,Platalea ajaja,1,2012-02-09
2/9/12,2012,February,9,PET,Rostrhamus sociabilis,3,2012-02-09
2/9/12,2012,February,9,PET,Tringa flavipes,5,2012-02-09
2/9/12,2012,February,9,PET,Vanellus chilensis,120,2012-02-09
3/18/12,2012,March,18,Embu,Himantopus mexicanus melanurus,40,2012-03-18
3/18/12,2012,March,18,Embu,Jacana jacana,4,2012-03-18
3/18/12,2012,March,18,Embu,Tringa flavipes,15,2012-03-18
3/18/12,2012,March,18,Embu,Tringa solitaria,1,2012-03-18
3/18/12,2012,March,18,PET,Amazonetta brasiliensis,12,2012-03-18
3/18/12,2012,March,18,PET,Anas bahamensis,23,2012-03-18
3/18/12,2012,March,18,PET,Ardea alba,2,2012-03-18
3/18/12,2012,March,18,PET,Ardea cocoi,1,2012-03-18
3/18/12,2012,March,18,PET,Butorides striata,1,2012-03-18
3/18/12,2012,March,18,PET,Dendrocygna bicolor,2,2012-03-18
3/18/12,2012,March,18,PET,Dendrocygna viduata,4,2012-03-18
3/18/12,2012,March,18,PET,Egretta thula,8,2012-03-18
3/18/12,2012,March,18,PET,Gallinula galeata,25,2012-03-18
3/18/12,2012,March,18,PET,Himantopus mexicanus melanurus,2,2012-03-18
3/18/12,2012,March,18,PET,Jacana jacana,6,2012-03-18
3/18/12,2012,March,18,PET,Nannopterum brasilianum,12,2012-03-18
3/18/12,2012,March,18,PET,Tringa flavipes,32,2012-03-18
3/18/12,2012,March,18,PET,Tringa solitaria,1,2012-03-18
4/15/12,2012,April,15,Embu,Egretta thula,18,2012-04-15
4/15/12,2012,April,15,Embu,Gallinago paraguaiae,2,2012-04-15
4/15/12,2012,April,15,Embu,Himantopus mexicanus melanurus,1,2012-04-15
4/15/12,2012,April,15,Embu,Syrigma sibilatrix,2,2012-04-15
4/15/12,2012,April,15,Embu,Tringa flavipes,4,2012-04-15
4/15/12,2012,April,15,Embu,Tringa solitaria,1,2012-04-15
4/15/12,2012,April,15,PET,Actitis macularius,1,2012-04-15
4/15/12,2012,April,15,PET,Amazonetta brasiliensis,23,2012-04-15
4/15/12,2012,April,15,PET,Anas bahamensis,19,2012-04-15
4/15/12,2012,April,15,PET,Ardea alba,1,2012-04-15
4/15/12,2012,April,15,PET,Ardea cocoi,1,2012-04-15
4/15/12,2012,April,15,PET,Dendrocygna viduata,6,2012-04-15
4/15/12,2012,April,15,PET,Gallinula galeata,85,2012-04-15
4/15/12,2012,April,15,PET,Jacana jacana,8,2012-04-15
4/15/12,2012,April,15,PET,Nannopterum brasilianum,1,2012-04-15
4/15/12,2012,April,15,PET,Platalea ajaja,8,2012-04-15
4/15/12,2012,April,15,PET,Tringa flavipes,17,2012-04-15
4/15/12,2012,April,15,PET,Tringa melanoleuca,6,2012-04-15
5/14/12,2012,May,14,Embu,Ardea alba,2,2012-05-14
5/14/12,2012,May,14,Embu,Egretta thula,16,2012-05-14
5/14/12,2012,May,14,Embu,Gallinago paraguaiae,6,2012-05-14
5/14/12,2012,May,14,Embu,Jacana jacana,2,2012-05-14
5/14/12,2012,May,14,Embu,Pionus maximiliani,6,2012-05-14
5/14/12,2012,May,14,PET,Amazonetta brasiliensis,37,2012-05-14
5/14/12,2012,May,14,PET,Anas flavirostris,40,2012-05-14
5/14/12,2012,May,14,PET,Spatula versicolor,6,2012-05-14
5/14/12,2012,May,14,PET,Ardea alba,2,2012-05-14
5/14/12,2012,May,14,PET,Ardea cocoi,2,2012-05-14
5/14/12,2012,May,14,PET,Butorides striata,2,2012-05-14
5/14/12,2012,May,14,PET,Dendrocygna bicolor,2,2012-05-14
5/14/12,2012,May,14,PET,Dendrocygna viduata,6,2012-05-14
5/14/12,2012,May,14,PET,Egretta thula,4,2012-05-14
5/14/12,2012,May,14,PET,Gallinula galeata,115,2012-05-14
5/14/12,2012,May,14,PET,Himantopus mexicanus melanurus,6,2012-05-14
5/14/12,2012,May,14,PET,Nannopterum brasilianum,4,2012-05-14
5/14/12,2012,May,14,PET,Platalea ajaja,6,2012-05-14
5/14/12,2012,May,14,PET,Podilymbus podiceps,2,2012-05-14
6/8/12,2012,June,8,PET,Amazonetta brasiliensis,50,2012-06-08
6/8/12,2012,June,8,PET,Anas bahamensis,80,2012-06-08
6/8/12,2012,June,8,PET,Spatula versicolor,4,2012-06-08
6/8/12,2012,June,8,PET,Anhinga anhinga,1,2012-06-08
6/8/12,2012,June,8,PET,Ardea alba,3,2012-06-08
6/8/12,2012,June,8,PET,Dendrocygna bicolor,12,2012-06-08
6/8/12,2012,June,8,PET,Dendrocygna viduata,20,2012-06-08
6/8/12,2012,June,8,PET,Gallinula galeata,120,2012-06-08
6/8/12,2012,June,8,PET,Jacana jacana,8,2012-06-08
6/8/12,2012,June,8,PET,Nannopterum brasilianum,6,2012-06-08
6/8/12,2012,June,8,PET,Nycticorax nycticorax,2,2012-06-08
30//06/2012,2012,June,30,PET,Amazonetta brasiliensis,26,2012-06-30
30//06/2012,2012,June,30,PET,Anhinga anhinga,3,2012-06-30
30//06/2012,2012,June,30,PET,Aramus guarauna,2,2012-06-30
30//06/2012,2012,June,30,PET,Ardea alba,3,2012-06-30
30//06/2012,2012,June,30,PET,Butorides striata,1,2012-06-30
30//06/2012,2012,June,30,PET,Dendrocygna bicolor,2,2012-06-30
30//06/2012,2012,June,30,PET,Egretta thula,6,2012-06-30
30//06/2012,2012,June,30,PET,Gallinula galeata,36,2012-06-30
30//06/2012,2012,June,30,PET,Himantopus mexicanus melanurus,1,2012-06-30
30//06/2012,2012,June,30,PET,Jacana jacana,5,2012-06-30
30//06/2012,2012,June,30,PET,Nannopterum brasilianum,26,2012-06-30
30//06/2012,2012,June,30,PET,Nycticorax nycticorax,2,2012-06-30
30//06/2012,2012,June,30,PET,Podilymbus podiceps,6,2012-06-30
30//06/2012,2012,June,30,PET,Vanellus chilensis,2,2012-06-30
8/30/12,2012,August,30,PET,Actitis macularius,4,2012-08-30
8/30/12,2012,August,30,PET,Amazonetta brasiliensis,4,2012-08-30
8/30/12,2012,August,30,PET,Anas bahamensis,6,2012-08-30
8/30/12,2012,August,30,PET,Gallinula galeata,32,2012-08-30
8/30/12,2012,August,30,PET,Gallinago paraguaiae,1,2012-08-30
8/30/12,2012,August,30,PET,Himantopus mexicanus melanurus,16,2012-08-30
8/30/12,2012,August,30,PET,Tringa flavipes,5,2012-08-30
10/8/12,2012,October,8,PET,Actitis macularius,1,2012-10-08
10/8/12,2012,October,8,PET,Amazonetta brasiliensis,35,2012-10-08
10/8/12,2012,October,8,PET,Anhinga anhinga,1,2012-10-08
10/8/12,2012,October,8,PET,Ardea alba,6,2012-10-08
10/8/12,2012,October,8,PET,Dendrocygna bicolor,4,2012-10-08
10/8/12,2012,October,8,PET,Egretta thula,14,2012-10-08
10/8/12,2012,October,8,PET,Gallinula galeata,40,2012-10-08
10/8/12,2012,October,8,PET,Himantopus mexicanus melanurus,6,2012-10-08
10/8/12,2012,October,8,PET,Jacana jacana,18,2012-10-08
10/8/12,2012,October,8,PET,Nannopterum brasilianum,30,2012-10-08
10/8/12,2012,October,8,PET,Pardirallus nigricans,2,2012-10-08
10/8/12,2012,October,8,PET,Tringa flavipes,1,2012-10-08
10/8/12,2012,October,8,PET,Tringa solitaria,1,2012-10-08
12/16/12,2012,December,16,PET,Amazonetta brasiliensis,6,2012-12-16
12/16/12,2012,December,16,PET,Anas bahamensis,4,2012-12-16
12/16/12,2012,December,16,PET,Ardea alba,2,2012-12-16
12/16/12,2012,December,16,PET,Ardea cocoi,1,2012-12-16
12/16/12,2012,December,16,PET,Butorides striata,2,2012-12-16
12/16/12,2012,December,16,PET,Dendrocygna viduata,4,2012-12-16
12/16/12,2012,December,16,PET,Egretta thula,2,2012-12-16
12/16/12,2012,December,16,PET,Gallinula galeata,20,2012-12-16
12/16/12,2012,December,16,PET,Jacana jacana,4,2012-12-16
12/16/12,2012,December,16,PET,Nannopterum brasilianum,30,2012-12-16
12/16/12,2012,December,16,PET,Nycticorax nycticorax,1,2012-12-16
12/16/12,2012,December,16,PET,Rostrhamus sociabilis,3,2012-12-16
3/24/12,2012,March,24,PET,Amazonetta brasiliensis,14,2012-03-24
3/24/12,2012,March,24,PET,Anas bahamensis,6,2012-03-24
3/24/12,2012,March,24,PET,Aramus guarauna,2,2012-03-24
3/24/12,2012,March,24,PET,Ardea alba,2,2012-03-24
3/24/12,2012,March,24,PET,Ardea cocoi,1,2012-03-24
3/24/12,2012,March,24,PET,Butorides striata,4,2012-03-24
3/24/12,2012,March,24,PET,Dendrocygna autumnalis,1,2012-03-24
3/24/12,2012,March,24,PET,Dendrocygna bicolor,6,2012-03-24
3/24/12,2012,March,24,PET,Dendrocygna viduata,8,2012-03-24
3/24/12,2012,March,24,PET,Egretta thula,6,2012-03-24
3/24/12,2012,March,24,PET,Gallinula galeata,34,2012-03-24
3/24/12,2012,March,24,PET,Jacana jacana,7,2012-03-24
3/24/12,2012,March,24,PET,Nannopterum brasilianum,12,2012-03-24
3/24/12,2012,March,24,PET,Nycticorax nycticorax,2,2012-03-24
3/24/12,2012,March,24,PET,Rostrhamus sociabilis,2,2012-03-24
3/24/12,2012,March,24,PET,Tringa melanoleuca,2,2012-03-24
2/2/13,2013,February,2,PET,Amazonetta brasiliensis,1,2013-02-02
2/2/13,2013,February,2,PET,Anhinga anhinga,1,2013-02-02
2/2/13,2013,February,2,PET,Aramus guarauna,1,2013-02-02
2/2/13,2013,February,2,PET,Ardea alba,5,2013-02-02
2/2/13,2013,February,2,PET,Ardea cocoi,1,2013-02-02
2/2/13,2013,February,2,PET,Butorides striata,5,2013-02-02
2/2/13,2013,February,2,PET,Dendrocygna viduata,13,2013-02-02
2/2/13,2013,February,2,PET,Egretta thula,13,2013-02-02
2/2/13,2013,February,2,PET,Gallinula galeata,18,2013-02-02
2/2/13,2013,February,2,PET,Himantopus mexicanus melanurus,4,2013-02-02
2/2/13,2013,February,2,PET,Jacana jacana,6,2013-02-02
2/2/13,2013,February,2,PET,Nannopterum brasilianum,11,2013-02-02
2/2/13,2013,February,2,PET,Nycticorax nycticorax,1,2013-02-02
2/2/13,2013,February,2,PET,Pardirallus nigricans,1,2013-02-02
2/2/13,2013,February,2,PET,Podilymbus podiceps,1,2013-02-02
2/2/13,2013,February,2,PET,Tringa flavipes,2,2013-02-02
2/2/13,2013,February,2,PET,Tringa melanoleuca,1,2013-02-02
2/2/13,2013,February,2,PET,Vanellus chilensis,1,2013-02-02
7/13/13,2013,July,13,PET,Amazonetta brasiliensis,25,2013-07-13
7/13/13,2013,July,13,PET,Anhinga anhinga,1,2013-07-13
7/13/13,2013,July,13,PET,Aramides saracura,1,2013-07-13
7/13/13,2013,July,13,PET,Aramus guarauna,3,2013-07-13
7/13/13,2013,July,13,PET,Ardea alba,7,2013-07-13
7/13/13,2013,July,13,PET,Butorides striata,3,2013-07-13
7/13/13,2013,July,13,PET,Cairina moschata,5,2013-07-13
7/13/13,2013,July,13,PET,Egretta thula,10,2013-07-13
7/13/13,2013,July,13,PET,Gallinula galeata,26,2013-07-13
7/13/13,2013,July,13,PET,Jacana jacana,5,2013-07-13
7/13/13,2013,July,13,PET,Megaceryle torquata,1,2013-07-13
7/13/13,2013,July,13,PET,Nannopterum brasilianum,33,2013-07-13
7/13/13,2013,July,13,PET,Nycticorax nycticorax,6,2013-07-13
7/13/13,2013,July,13,PET,Platalea ajaja,1,2013-07-13
7/13/13,2013,July,13,PET,Podilymbus podiceps,9,2013-07-13
8/10/13,2013,August,10,PET,Amazonetta brasiliensis,6,2013-08-10
8/10/13,2013,August,10,PET,Spatula versicolor,8,2013-08-10
8/10/13,2013,August,10,PET,Anhinga anhinga,2,2013-08-10
8/10/13,2013,August,10,PET,Aramus guarauna,1,2013-08-10
8/10/13,2013,August,10,PET,Ardea alba,1,2013-08-10
8/10/13,2013,August,10,PET,Butorides striata,2,2013-08-10
8/10/13,2013,August,10,PET,Egretta thula,4,2013-08-10
8/10/13,2013,August,10,PET,Himantopus mexicanus melanurus,4,2013-08-10
8/10/13,2013,August,10,PET,Jacana jacana,4,2013-08-10
8/10/13,2013,August,10,PET,Nannopterum brasilianum,6,2013-08-10
10/13/13,2013,October,13,Embu,Egretta thula,2,2013-10-13
10/13/13,2013,October,13,Embu,Elaenia flavogaster,1,2013-10-13
10/13/13,2013,October,13,Embu,Gallinula galeata,4,2013-10-13
10/13/13,2013,October,13,Embu,Himantopus mexicanus melanurus,180,2013-10-13
10/13/13,2013,October,13,Embu,Jacana jacana,2,2013-10-13
10/13/13,2013,October,13,Embu,Tringa flavipes,30,2013-10-13
10/13/13,2013,October,13,Embu,Tringa melanoleuca,1,2013-10-13
10/13/13,2013,October,13,Embu,Tringa solitaria,2,2013-10-13
10/13/13,2013,October,13,Embu,Vireo chivi,1,2013-10-13
10/13/13,2013,October,13,PET,Amazonetta brasiliensis,22,2013-10-13
10/13/13,2013,October,13,PET,Anas bahamensis,5,2013-10-13
10/13/13,2013,October,13,PET,Ardea alba,1,2013-10-13
10/13/13,2013,October,13,PET,Butorides striata,2,2013-10-13
10/13/13,2013,October,13,PET,Calidris himantopus,2,2013-10-13
10/13/13,2013,October,13,PET,Dendrocygna bicolor,6,2013-10-13
10/13/13,2013,October,13,PET,Dendrocygna viduata,15,2013-10-13
10/13/13,2013,October,13,PET,Egretta thula,3,2013-10-13
10/13/13,2013,October,13,PET,Gallinula galeata,33,2013-10-13
10/13/13,2013,October,13,PET,Himantopus mexicanus melanurus,6,2013-10-13
10/13/13,2013,October,13,PET,Jacana jacana,5,2013-10-13
10/13/13,2013,October,13,PET,Rostrhamus sociabilis,2,2013-10-13
10/13/13,2013,October,13,PET,Serpophaga subcristata,1,2013-10-13
10/13/13,2013,October,13,PET,Tringa flavipes,12,2013-10-13
10/13/13,2013,October,13,PET,Tringa melanoleuca,5,2013-10-13
10/13/13,2013,October,13,PET,Tringa solitaria,1,2013-10-13
10/13/13,2013,October,13,PET,Vireo chivi,1,2013-10-13
11/3/13,2013,November,3,PET,Amazonetta brasiliensis,6,2013-11-03
11/3/13,2013,November,3,PET,Anhinga anhinga,2,2013-11-03
11/3/13,2013,November,3,PET,Ardea alba,2,2013-11-03
11/3/13,2013,November,3,PET,Dendrocygna bicolor,2,2013-11-03
11/3/13,2013,November,3,PET,Dendrocygna viduata,2,2013-11-03
11/3/13,2013,November,3,PET,Egretta thula,2,2013-11-03
11/3/13,2013,November,3,PET,Gallinula galeata,15,2013-11-03
11/3/13,2013,November,3,PET,Himantopus mexicanus melanurus,2,2013-11-03
11/3/13,2013,November,3,PET,Jacana jacana,2,2013-11-03
11/3/13,2013,November,3,PET,Nannopterum brasilianum,3,2013-11-03
11/3/13,2013,November,3,PET,Rostrhamus sociabilis,2,2013-11-03
11/3/13,2013,November,3,PET,Tringa flavipes,6,2013-11-03
11/3/13,2013,November,3,PET,Tringa solitaria,1,2013-11-03
12/28/13,2013,December,28,PET,Amazonetta brasiliensis,12,2013-12-28
12/28/13,2013,December,28,PET,Ardea alba,1,2013-12-28
12/28/13,2013,December,28,PET,Dendrocygna bicolor,2,2013-12-28
12/28/13,2013,December,28,PET,Gallinula galeata,14,2013-12-28
12/28/13,2013,December,28,PET,Jacana jacana,8,2013-12-28
12/28/13,2013,December,28,PET,Nannopterum brasilianum,6,2013-12-28
1/12/14,2014,January,12,Embu,Amazonetta brasiliensis,4,2014-01-12
1/12/14,2014,January,12,Embu,Dendrocygna viduata,2,2014-01-12
1/12/14,2014,January,12,Embu,Gallinula galeata,18,2014-01-12
1/12/14,2014,January,12,Embu,Gallinago paraguaiae,1,2014-01-12
1/12/14,2014,January,12,Embu,Himantopus mexicanus melanurus,6,2014-01-12
1/12/14,2014,January,12,Embu,Jacana jacana,4,2014-01-12
1/12/14,2014,January,12,Embu,Tringa solitaria,1,2014-01-12
1/12/14,2014,January,12,PET,Amazonetta brasiliensis,12,2014-01-12
1/12/14,2014,January,12,PET,Anas bahamensis,6,2014-01-12
1/12/14,2014,January,12,PET,Anhinga anhinga,1,2014-01-12
1/12/14,2014,January,12,PET,Ardea alba,4,2014-01-12
1/12/14,2014,January,12,PET,Ardea cocoi,1,2014-01-12
1/12/14,2014,January,12,PET,Dendrocygna bicolor,5,2014-01-12
1/12/14,2014,January,12,PET,Dendrocygna viduata,4,2014-01-12
1/12/14,2014,January,12,PET,Egretta thula,2,2014-01-12
1/12/14,2014,January,12,PET,Gallinula galeata,25,2014-01-12
1/12/14,2014,January,12,PET,Jacana jacana,6,2014-01-12
1/12/14,2014,January,12,PET,Nannopterum brasilianum,6,2014-01-12
1/12/14,2014,January,12,PET,Nycticorax nycticorax,2,2014-01-12
1/12/14,2014,January,12,PET,Pardirallus nigricans,2,2014-01-12
1/12/14,2014,January,12,PET,Rostrhamus sociabilis,1,2014-01-12
2/2/14,2014,February,2,PET,Aramus guarauna,2,2014-02-02
2/2/14,2014,February,2,PET,Ardea alba,3,2014-02-02
2/2/14,2014,February,2,PET,Ardea cocoi,1,2014-02-02
2/2/14,2014,February,2,PET,Butorides striata,3,2014-02-02
2/2/14,2014,February,2,PET,Chloroceryle amazona,1,2014-02-02
2/2/14,2014,February,2,PET,Chloroceryle americana,1,2014-02-02
2/2/14,2014,February,2,PET,Gallinula galeata,10,2014-02-02
2/2/14,2014,February,2,PET,Jacana jacana,2,2014-02-02
2/2/14,2014,February,2,PET,Nannopterum brasilianum,1,2014-02-02
2/2/14,2014,February,2,PET,Podilymbus podiceps,1,2014-02-02
2/2/14,2014,February,2,PET,Vanellus chilensis,3,2014-02-02
2/22/14,2014,February,22,Embu,Egretta thula,2,2014-02-22
2/22/14,2014,February,22,Embu,Gallinula galeata,8,2014-02-22
2/22/14,2014,February,22,Embu,Vanellus chilensis,400,2014-02-22
2/22/14,2014,February,22,PET,Amazonetta brasiliensis,12,2014-02-22
2/22/14,2014,February,22,PET,Anas bahamensis,18,2014-02-22
2/22/14,2014,February,22,PET,Ardea alba,3,2014-02-22
2/22/14,2014,February,22,PET,Ardea cocoi,1,2014-02-22
2/22/14,2014,February,22,PET,Calidris melanotos,2,2014-02-22
2/22/14,2014,February,22,PET,Dendrocygna bicolor,4,2014-02-22
2/22/14,2014,February,22,PET,Egretta thula,4,2014-02-22
2/22/14,2014,February,22,PET,Gallinula galeata,32,2014-02-22
2/22/14,2014,February,22,PET,Jacana jacana,4,2014-02-22
2/22/14,2014,February,22,PET,Tringa flavipes,8,2014-02-22
3/15/14,2014,March,15,Embu,Amazonetta brasiliensis,2,2014-03-15
3/15/14,2014,March,15,Embu,Anas bahamensis,12,2014-03-15
3/15/14,2014,March,15,Embu,Egretta thula,4,2014-03-15
3/15/14,2014,March,15,Embu,Gallinula galeata,6,2014-03-15
3/15/14,2014,March,15,Embu,Himantopus mexicanus melanurus,80,2014-03-15
3/15/14,2014,March,15,Embu,Jacana jacana,4,2014-03-15
3/15/14,2014,March,15,Embu,Syrigma sibilatrix,1,2014-03-15
3/15/14,2014,March,15,Embu,Tringa flavipes,150,2014-03-15
3/15/14,2014,March,15,Embu,Tringa melanoleuca,20,2014-03-15
3/15/14,2014,March,15,Embu,Vanellus chilensis,200,2014-03-15
3/15/14,2014,March,15,PET,Actitis macularius,3,2014-03-15
3/15/14,2014,March,15,PET,Amazonetta brasiliensis,6,2014-03-15
3/15/14,2014,March,15,PET,Anas bahamensis,37,2014-03-15
3/15/14,2014,March,15,PET,Ardea alba,3,2014-03-15
3/15/14,2014,March,15,PET,Ardea cocoi,1,2014-03-15
3/15/14,2014,March,15,PET,Calidris melanotos,1,2014-03-15
3/15/14,2014,March,15,PET,Dendrocygna bicolor,4,2014-03-15
3/15/14,2014,March,15,PET,Dendrocygna viduata,4,2014-03-15
3/15/14,2014,March,15,PET,Egretta thula,6,2014-03-15
3/15/14,2014,March,15,PET,Gallinula galeata,34,2014-03-15
3/15/14,2014,March,15,PET,Himantopus mexicanus melanurus,12,2014-03-15
3/15/14,2014,March,15,PET,Jacana jacana,8,2014-03-15
3/15/14,2014,March,15,PET,Mesembrinibis cayennensis,3,2014-03-15
3/15/14,2014,March,15,PET,Nannopterum brasilianum,4,2014-03-15
3/15/14,2014,March,15,PET,Tringa flavipes,8,2014-03-15
3/15/14,2014,March,15,PET,Tringa melanoleuca,4,2014-03-15
3/15/14,2014,March,15,PET,Vanellus chilensis,25,2014-03-15
3/30/14,2014,March,30,Embu,Amazonetta brasiliensis,2,2014-03-30
3/30/14,2014,March,30,Embu,Ardea alba,2,2014-03-30
3/30/14,2014,March,30,Embu,Ardea ibis,12,2014-03-30
3/30/14,2014,March,30,Embu,Butorides striata,1,2014-03-30
3/30/14,2014,March,30,Embu,Egretta thula,6,2014-03-30
3/30/14,2014,March,30,Embu,Gallinula galeata,12,2014-03-30
3/30/14,2014,March,30,Embu,Jacana jacana,4,2014-03-30
3/30/14,2014,March,30,Embu,Nycticorax nycticorax,2,2014-03-30
3/30/14,2014,March,30,Embu,Tringa flavipes,100,2014-03-30
3/30/14,2014,March,30,Embu,Tringa melanoleuca,6,2014-03-30
3/30/14,2014,March,30,Embu,Tringa solitaria,2,2014-03-30
3/30/14,2014,March,30,Embu,Vanellus chilensis,100,2014-03-30
4/13/14,2014,April,13,Embu,Agelasticus cyanopus,6,2014-04-13
4/13/14,2014,April,13,Embu,Amazonetta brasiliensis,14,2014-04-13
4/13/14,2014,April,13,Embu,Anas bahamensis,3,2014-04-13
4/13/14,2014,April,13,Embu,Ardea alba,2,2014-04-13
4/13/14,2014,April,13,Embu,Ardea ibis,16,2014-04-13
4/13/14,2014,April,13,Embu,Coragyps atratus,180,2014-04-13
4/13/14,2014,April,13,Embu,Egretta thula,8,2014-04-13
4/13/14,2014,April,13,Embu,Gallinula galeata,22,2014-04-13
4/13/14,2014,April,13,Embu,Himantopus mexicanus melanurus,260,2014-04-13
4/13/14,2014,April,13,Embu,Jacana jacana,6,2014-04-13
4/13/14,2014,April,13,Embu,Syrigma sibilatrix,2,2014-04-13
4/13/14,2014,April,13,Embu,Tringa flavipes,40,2014-04-13
4/13/14,2014,April,13,Embu,Tringa solitaria,2,2014-04-13
4/13/14,2014,April,13,Embu,Vanellus chilensis,120,2014-04-13
4/13/14,2014,April,13,PET,Amazonetta brasiliensis,18,2014-04-13
4/13/14,2014,April,13,PET,Anas bahamensis,45,2014-04-13
4/13/14,2014,April,13,PET,Anhinga anhinga,2,2014-04-13
4/13/14,2014,April,13,PET,Aramus guarauna,2,2014-04-13
4/13/14,2014,April,13,PET,Ardea alba,4,2014-04-13
4/13/14,2014,April,13,PET,Ardea cocoi,1,2014-04-13
4/13/14,2014,April,13,PET,Ardea ibis,12,2014-04-13
4/13/14,2014,April,13,PET,Butorides striata,2,2014-04-13
4/13/14,2014,April,13,PET,Egretta thula,12,2014-04-13
4/13/14,2014,April,13,PET,Elaenia flavogaster,1,2014-04-13
4/13/14,2014,April,13,PET,Gallinula galeata,48,2014-04-13
4/13/14,2014,April,13,PET,Jacana jacana,8,2014-04-13
4/13/14,2014,April,13,PET,Nannopterum brasilianum,6,2014-04-13
4/13/14,2014,April,13,PET,Podilymbus podiceps,1,2014-04-13
4/20/14,2014,April,20,Embu,Amazonetta brasiliensis,6,2014-04-20
4/20/14,2014,April,20,Embu,Anas bahamensis,2,2014-04-20
4/20/14,2014,April,20,Embu,Ardea alba,2,2014-04-20
4/20/14,2014,April,20,Embu,Ardea ibis,6,2014-04-20
4/20/14,2014,April,20,Embu,Coragyps atratus,120,2014-04-20
4/20/14,2014,April,20,Embu,Egretta thula,40,2014-04-20
4/20/14,2014,April,20,Embu,Furnarius figulus,1,2014-04-20
4/20/14,2014,April,20,Embu,Gallinula galeata,18,2014-04-20
4/20/14,2014,April,20,Embu,Himantopus mexicanus melanurus,335,2014-04-20
4/20/14,2014,April,20,Embu,Jacana jacana,4,2014-04-20
4/20/14,2014,April,20,Embu,Ramphastos dicolorus,1,2014-04-20
4/20/14,2014,April,20,Embu,Serpophaga subcristata,1,2014-04-20
4/20/14,2014,April,20,Embu,Syrigma sibilatrix,2,2014-04-20
4/20/14,2014,April,20,Embu,Tringa flavipes,12,2014-04-20
4/20/14,2014,April,20,Embu,Tringa solitaria,1,2014-04-20
4/20/14,2014,April,20,Embu,Vanellus chilensis,60,2014-04-20
